source,target,status_code,group,note
/studs.html,/pages/products/studs/index.html,301,frontend-migration,legacy flat URL compatibility
/sustainability.html,/pages/sustainability/sustainability.html,301,frontend-migration,legacy flat URL compatibility
/sustainibility.html,/pages/sustainability/sustainability.html,301,frontend-migration,legacy flat URL compatibility
/switch-gear.html,/pages/applications/electronics.html,301,frontend-migration,legacy flat URL compatibility
/switch_gear.html,/pages/applications/electronics.html,301,frontend-migration,legacy flat URL compatibility
/technical-intelligence.html,/pages/technical-information/technical-intelligence.html,301,frontend-migration,legacy flat URL compatibility
/technical.html,/pages/technical-information/technical-intelligence.html,301,frontend-migration,legacy flat URL compatibility
/technical_intelligence.html,/pages/technical-information/technical-intelligence.html,301,frontend-migration,legacy flat URL compatibility
/terms-of-use.html,/pages/legal/terms-of-use.html,301,frontend-migration,legacy flat URL compatibility
/terms_of_use.html,/pages/legal/terms-of-use.html,301,frontend-migration,legacy flat URL compatibility
/thread-pitch-reference.html,/pages/resources/thread-tap-drill.html,301,frontend-migration,legacy flat URL compatibility
/thread-pitch-tap-drill.html,/pages/resources/thread-tap-drill.html,301,frontend-migration,legacy flat URL compatibility
/thread-tap-drill.html,/pages/resources/thread-tap-drill.html,301,frontend-migration,legacy flat URL compatibility
/threaded-rod.html,/pages/products/threaded-rods/index.html,301,frontend-migration,legacy flat URL compatibility
/threaded-rods.html,/pages/products/threaded-rods/index.html,301,frontend-migration,legacy flat URL compatibility
/threaded_rod.html,/pages/products/threaded-rods/index.html,301,frontend-migration,legacy flat URL compatibility
/threading_drive_types.html,/pages/technical-information/threading-drive-types.html,301,frontend-migration,legacy flat URL compatibility
/torque-calculator.html,/pages/resources/torque-calculator.html,301,frontend-migration,legacy flat URL compatibility
/torque_calculator.html,/pages/resources/torque-calculator.html,301,frontend-migration,legacy flat URL compatibility
/une-list-of-standards.html,/pages/standards/une/index.html,301,frontend-migration,legacy flat URL compatibility
/une_list_of_standards.html,/pages/standards/une/index.html,301,frontend-migration,legacy flat URL compatibility
/unit-converter.html,/pages/resources/unit-converter.html,301,frontend-migration,legacy flat URL compatibility
/vdi-2230-calculator.html,/pages/resources/torque-calculator.html,301,frontend-migration,legacy flat URL compatibility
/vdi-2230-torque-calculator.html,/pages/resources/torque-calculator.html,301,frontend-migration,legacy flat URL compatibility
/warehouse-packing.html,/pages/global-presence/warehouse-packing.html,301,frontend-migration,legacy flat URL compatibility
/warehouse_packing.html,/pages/global-presence/warehouse-packing.html,301,frontend-migration,legacy flat URL compatibility
/washer.html,/pages/products/washers/index.html,301,frontend-migration,legacy flat URL compatibility
/washers.html,/pages/products/washers/index.html,301,frontend-migration,legacy flat URL compatibility
/weight-calculator.html,/pages/resources/weight-calculator.html,301,frontend-migration,legacy flat URL compatibility
/weight-charts.html,/pages/resources/weight-calculator.html,301,frontend-migration,legacy flat URL compatibility
/weight_calculator.html,/pages/resources/weight-calculator.html,301,frontend-migration,legacy flat URL compatibility
/weight_charts.html,/pages/resources/weight-calculator.html,301,frontend-migration,legacy flat URL compatibility
/zinc_flake_coating.html,/pages/technical-information/zinc-flake-coating.html,301,frontend-migration,legacy flat URL compatibility
